id,saleprice
1394,133775.3716542704
2587,127179.28175770525
61,327195.9831745498
2661,152935.57793591404
2711,136940.90129312564
1147,177309.1779542381
757,131052.90875783889
2623,109680.61198135109
2378,133148.8961369529
1413,131870.25222872518
1722,218300.06904318547
1112,236090.6288476291
1623,194359.70624654283
1201,192966.1846549265
1513,102659.34147106162
957,273737.8370042327
1171,245537.396414964
1145,193353.58955232854
2726,244238.38985421634
703,147061.84456367415
760,125344.14201585785
1964,152489.99876799638
2512,178707.98597636702
159,128966.16323768164
1281,167227.499128306
468,188700.10350570016
290,119193.7984420888
665,106444.81970610836
1463,266639.2958994349
1792,228879.31783942183
923,142824.86373346738
500,285059.48551173543
1408,147725.5330995747
331,88620.38906388692
170,128961.47752223042
2192,98635.58376055339
2571,287137.3778814868
2314,166021.22345482593
2647,91132.52412105048
422,390402.728429891
2457,366611.34351422905
1838,198443.90274821126
2805,248922.92378327
1645,163740.12658464073
1711,296522.13903127686
2825,246416.83078848664
322,327725.88293839793
2103,259038.4866631985
342,116480.82420177742
600,124115.16292614985
488,190582.97349654403
1725,288979.27359260805
2246,255433.1155116321
2847,146559.37058944974
806,219359.29305338732
530,241373.6798484052
963,205079.4464904528
2678,91621.2322072744
171,95691.49933252839
2401,383754.2949850881
805,214009.38052874303
2259,214812.5140606588
1748,185858.8843974363
1361,131479.3706333522
1677,103586.25359263485
1406,135876.78012536291
2322,216860.64743407164
688,150300.3608084825
143,140835.55673866198
804,198210.08730956347
1214,162055.33502935813
2828,131166.92989620252
1999,178315.40954043402
2467,205373.11578935786
2665,161411.93669140112
1538,357325.3414709336
398,118550.0893356351
2822,134431.91670925036
2157,147972.9773886082
1856,236374.13424693304
1269,92520.83266214721
2570,113235.17945475274
2320,238096.13699003123
1517,125777.18523838412
2304,120310.9788826483
1312,98138.31090085789
2012,129254.47687945116
506,226210.45831434953
2865,211899.67972520756
2367,95841.60301733148
554,70052.56907772749
238,142149.87862893866
1954,120961.29622603412
2488,104951.2975942987
2291,69432.40219431646
1969,127897.33277486911
2725,158069.1602885442
1482,150907.4101787435
2763,198970.14259219856
503,258442.5443960263
1584,244123.4273729268
1531,144695.89528162332
2210,171579.20217460077
459,306429.11752612237
556,120863.0798795821
1347,134242.94194593473
1290,76111.76312559504
1388,92689.0698803177
1571,212205.07197924104
2754,211781.27992697805
765,137185.72515292178
2494,119360.82186969543
2870,231048.12011880305
7,244500.15972260854
1114,251044.0074027603
2418,268906.3797704435
291,128287.01864892748
18,345464.49369919766
39,331677.1207224622
1001,276342.7355459338
2442,227590.1213129855
616,129815.25376031829
2680,87926.5327516216
1414,124343.82661248179
289,151877.8247545403
40,257888.273962788
860,126146.54395292253
409,120519.29210231252
673,161178.9472313919
2427,177311.47346510834
2036,192341.9923599513
2564,141854.753309928
642,145186.69350946712
1008,188507.98232910305
1908,125317.81062010239
2519,189473.69259219005
1369,90608.5688756866
2855,157871.80182607862
712,95564.0576084669
1943,107048.44459264699
1958,125658.09872672158
107,162862.0055020527
2295,203618.06000244524
704,99352.08536394848
676,136010.70158155417
259,176779.02479761725
93,280983.82452494995
106,243537.37321165967
2315,179797.14117515655
1050,106287.75550933133
1095,209988.43388159605
2709,148126.09590911068
758,118815.5006222444
1496,160527.6903341207
2370,119777.12780065456
2458,263329.1754522324
2733,133114.18942706377
161,265456.42521147133
726,140739.07355091916
845,221279.1836991615
947,238817.0361473476
2232,108637.55382027035
2563,146741.69033352396
2299,126773.69683063784
211,90433.46356839474
605,167776.68501142587
1478,200742.044309536
2247,259026.98121106747
2274,213341.05475165273
2869,231574.5983588167
967,222215.2185528782
2656,119291.84772429643
667,222864.47354199446
1042,103020.60908067827
2023,151062.4974352772
2447,372817.92502314487
2055,131572.73976031388
2275,292658.0129203283
2204,172349.4040672445
1563,260219.9813165551
483,220417.33326168684
796,136155.0744662771
1526,161639.26405375355
2042,120948.85653941586
442,324234.3387333183
1693,313056.2167370515
1468,213809.22130009963
1430,218300.62394060157
2605,151627.51904819766
1529,199483.118750253
335,127670.62812672296
1287,113758.82285875216
31,91038.67665880271
1785,290781.1904839633
82,158008.4782250596
2620,132190.4228135523
252,189065.06584422765
721,78865.19132807877
2165,188400.78125173986
2316,190772.44750578867
775,135714.8166163741
1558,93091.63578914675
17,191169.91214525385
1022,222507.71406864145
925,132166.20976969737
438,296340.6898985198
1270,139708.5774352934
1272,132760.2571944905
215,141061.60208115246
266,225982.8146560082
2402,291421.1617415057
1250,139524.7586880367
1984,101383.42603891471
1279,143118.13838169185
377,243883.19184667905
1252,119445.27985395608
2156,244660.04264759223
499,307041.7948844085
1374,120926.91979838563
2898,259682.34133762203
401,110441.22115095981
2721,170061.3610981528
2078,263641.5367833126
2589,133361.3809091343
1946,263944.1828844092
1334,117720.66871757741
2781,226565.21929825848
431,358901.4540243143
576,191952.23259906514
1474,204082.43786376755
2254,139942.24300623132
2155,265431.6947438901
885,96892.29770336197
643,143147.49107746393
1944,128405.79861743422
480,201485.76860285443
2845,103062.7867883008
2387,317324.37959925423
2407,206161.32680862182
2527,163917.93001285117
2514,150987.55112430707
629,155790.35048888915
80,196034.0350117535
1876,135942.8363882982
1546,111360.60947021212
2518,204052.88043244352
2347,169114.4894360905
783,239771.93505273954
1322,39356.62431725205
194,100427.36501717045
1770,304825.8544916564
2143,143697.42177027068
1229,200284.35910362905
511,287493.3811220841
46,221088.81482537085
1348,157141.98088409952
2465,203667.66626817646
387,232029.55473998337
873,214875.512992068
1918,115390.87402198161
2764,229784.1354436472
2184,121674.99132240721
934,150346.8932654062
1920,126224.05129369751
2631,135957.41732777216
1768,583303.8151194853
2040,111243.70432101696
1749,219022.26530391473
834,249228.8261447226
1457,235719.1660077176
79,106084.9931336556
2302,134050.03586488502
1817,152268.53797870543
2755,239915.09567879068
359,185139.06534876995
2059,111916.31280700667
2092,234422.34559502758
2516,234877.15958761232
150,107443.56497825359
1656,145834.52481921035
83,83249.23001411982
2411,188934.37110854243
795,81069.75662078973
2312,233599.63053522364
2917,116770.31915394706
1624,179401.5297483101
2215,289792.94824611867
1211,149017.3748932115
1485,161506.65868019106
1024,174317.63469282642
570,201623.55234261858
2874,136815.69242695865
700,159253.71991033418
2756,214290.37697267608
2022,172418.00705502348
583,222537.49158736473
2392,325926.7894828738
2424,180466.89477198664
212,83520.41490890078
736,129795.06479667817
1610,174442.3960800918
890,127207.89080521051
467,182331.42111172777
578,241313.48998622934
1747,193080.7331328806
1149,147696.34398986856
2758,237252.69955062744
857,137770.5111319201
2219,274878.2746017602
733,85369.27180179366
2909,107854.70952942905
1798,286915.4778912181
235,116216.60423831941
2366,131610.48219885334
1027,127254.40604092565
1195,136133.4054920897
1303,61603.232268780965
148,170682.80223195365
608,151065.4918876572
2515,197149.1971484633
821,284171.6318630328
2500,263200.85050375055
745,95469.53443061208
741,123164.0026242575
1611,99237.93883960882
2532,129864.49011395837
1081,222806.99034738456
1692,418777.0870755572
2520,176301.31820897528
276,78174.35950002578
1992,133421.53937115095
663,80776.94856174347
418,117131.44221221213
1733,192397.18138040978
2359,140272.82531615352
253,187292.75028441203
1518,139961.19431641203
2035,141408.530663763
2919,68818.27621582178
1540,250523.7448757368
2120,145382.4761409767
1674,185497.12183016448
256,169266.17108892114
2361,106670.17497159493
978,80222.66857250199
2280,153703.45613571262
2095,221089.88955535225
1709,334494.7589905573
2801,246553.39888752138
1246,133222.85633918093
2373,103949.66919973333
1055,282567.16994455643
2017,124766.73112456908
1099,260224.4782568824
1344,80894.1289783222
835,215565.2364522582
1117,220482.80033455562
2043,105124.83314464758
2085,110760.51976619728
410,130716.92789346226
2650,111439.28855668627
2867,173834.97040527017
1668,112125.19210322801
1161,170861.04802823713
2122,177809.78297452626
2539,160409.86954234753
1047,125470.59647994375
1445,133939.99078243203
541,130996.72942520457
569,227261.1821867571
1276,124528.2037759245
918,154095.96563902768
326,179761.96297716087
1936,134547.36971897603
895,90293.42786894574
257,151367.40199203402
1241,170236.75724881314
1545,114877.38066148598
1189,170821.90506405034
270,143364.2597700301
2066,193154.2222582025
693,104052.47272980904
1259,153972.27409671084
2916,157879.43775980634
2321,300091.87380843516
1977,91636.00016043341
1895,145429.61716879052
1240,160330.97252453456
85,152861.1462177569
1823,118268.79295881656
825,269167.4157675294
110,234227.5680127478
697,116805.27892391378
2297,126065.14321332623
1231,136701.6002187083
1355,129857.11601763284
968,317572.56171082123
584,221020.79115154938
1315,136728.60407375125
1606,155047.0556344961
206,109359.41138714975
1685,330371.9898818304
2016,118700.30336359228
869,204322.16061160332
2135,123330.38080369732
2346,185637.38698348124
2430,223337.86688296116
2198,96116.52799998135
2652,122497.79087130204
27,121018.24544388
241,171393.98789472142
906,118799.323603117
1506,124771.74676263909
2098,367952.89522458613
1435,218108.62360187864
2213,127677.06428455323
1274,132048.24307734048
743,50663.75991816426
1737,198764.30668174927
2797,269520.2921545533
2185,47028.02734494678
58,162908.05809126206
830,207525.06697990006
808,105573.1772316152
680,147080.63636408112
1153,107601.96333421498
1291,125719.2477626325
1818,140251.7379335361
2161,181568.04663526232
1883,121339.69483479415
350,362838.1361439025
2473,139650.41208813695
295,168781.42024779433
293,186674.84431390688
859,137377.83859828365
288,64136.32180362313
1578,157802.33543634872
102,172551.53373304562
2831,147349.8168975188
1030,163981.68423740068
2551,142973.13423800602
1286,151576.4629931198
958,310082.9975595565
776,133904.37278390705
72,233578.69508439195
2263,262475.32548124116
1866,156440.37676420627
2876,73086.04546902122
2146,250643.99393388102
103,175093.82762573808
1500,127650.65074779044
492,179704.83646819537
167,137827.5333576084
2597,125244.84323646975
2685,107156.30545247473
1035,159053.0142958946
1220,69309.66443256452
2602,155468.82184302015
2159,204643.03475478152
695,126688.3180152846
1109,256263.30932152417
640,183629.69311363212
1652,162678.99743213766
2090,177207.39061311836
1188,176469.83356354118
2345,233576.9184486324
1059,400317.4467299349
2751,231128.19573151262
128,204798.71395601853
1523,175748.4520483625
2925,153517.69295568787
2145,290245.3688476449
1121,216796.64982906013
566,307297.3043128757
565,236839.58489622874
1331,132441.22908071452
2928,121130.40731959781
156,136300.49447007634
797,129655.60774133215
327,75949.55357609266
2859,142792.7798369109
1453,121479.22567731419
1762,355863.6071065939
1868,191815.06757697504
1760,178608.03868384715
1113,255195.92164205736
1812,182817.5902970998
117,153672.3447451949
1142,208407.3977301406
2342,368229.62200522976
927,175436.38224141483
2478,187877.96182840213
655,91575.29319313422
2064,136226.7135094602
369,279069.9480753665
2239,111040.8452730054
2732,213893.16867758273
1653,165140.15876862107
959,219845.17347353592
2395,347917.9406195575
1412,101480.19599753084
271,246643.78139803646
1484,152164.54186359714
1497,160537.72939107558
552,143146.31949107657
2,121556.60020012736
1855,318567.0306590429
4,268726.89471481007
2292,163019.37468309663
134,139408.1403200534
646,102375.777767209
42,291049.1668171179
532,226137.13484197552
713,93559.28268386221
2561,128162.1708684486
2360,138425.95811369823
1333,117568.6443272926
1407,195002.42130595498
2892,299824.2286856368
574,210133.74835612587
1227,176788.3092443701
2591,212669.64915740583
1476,207987.25496372354
1125,255795.8711149491
1446,142766.8693298218
408,111286.25769214513
1101,296736.4598849105
2251,199299.54695590358
373,173280.10293461263
2554,135724.70186309973
2382,286751.2675804292
1985,82538.97639444585
519,226363.90900194767
1093,200134.84067447574
864,244005.0677331421
2889,134630.12198472928
2308,195555.42237861923
986,154361.75902468828
1302,145629.74181572298
585,152404.28565550668
2708,140209.50170272778
147,121450.94409169603
1441,218862.55761317018
383,192544.89484591916
285,147666.8742261922
181,103270.16344312775
358,180534.65160140596
780,185291.0487518144
258,184593.78492096276
1865,218296.36366323163
692,119707.75049490311
2902,326845.3405171216
508,273478.80259845743
2638,141849.22238767878
36,130427.91207920574
611,170355.56795061586
2281,142322.42080308698
1678,119880.00150337914
1696,434712.84296861966
1557,80583.12635751392
2180,159097.6892027535
1726,223014.47742269147
951,150196.9770820813
267,229383.10834297564
2706,131346.25468732303
2221,230382.2309070446
1357,143453.03562226816
2901,303744.22742973117
347,167812.01396741526
2164,200954.5170020658
1586,313707.2663084568
360,168643.81821765396
1769,249713.10434860495
2617,159348.46206077602
1879,131762.07948418157
991,230898.15636144803
1535,119660.1552605941
1191,144563.51832750897
1579,218843.14182936534
1882,141035.8724893301
1510,130763.08887462443
2196,171437.61927991302
1845,169102.13782105446
2336,379860.2504104747
942,89355.85261444264
861,135551.7413977189
2555,124691.77231953756
1392,155890.90097183903
2099,262992.22308363504
1543,111206.5261973645
948,266554.5011545541
1239,168778.45821588687
22,192301.7883263807
2796,244432.89715675736
2747,169159.84773095144
92,289876.64689549635
210,181967.88128315198
1858,200644.68105109603
2228,158274.59558090474
447,234122.4044505727
827,236793.68201845183
1649,207296.0512805608
682,136827.8778957087
2698,97853.39283873265
494,163799.12912854433
214,89414.55363264831
2441,242448.04758235693
2679,102514.28262541504
1336,101601.09870973612
465,187863.5980543072
1524,155647.93352567143
2543,118224.32542140823
631,136637.73278442075
2452,325145.49757004355
228,153252.08594051824
126,143109.84704983607
1092,221296.0012051431
1122,215345.05656856252
932,218826.94973512358
1980,74606.20003350613
2171,117052.49019678717
551,150935.3890062948
2768,188868.3421070556
2056,105801.80865702461
1159,360932.2908143592
2645,116442.0766279464
1174,168009.0836289414
2266,208118.3033897449
2462,378133.5319796307
1219,144042.19974396986
2922,175804.21788855325
118,139416.854535695
474,168038.03814453146
2576,137000.3181827626
872,270593.5743025528
1077,219801.97920294153
1536,154894.8810584484
1150,130915.22848351626
2341,331237.55422039493
1931,153713.4768971133
2785,137628.65975167707
2538,124047.39851436167
597,199006.94975052384
464,175367.68419505618
233,253288.01135091943
2169,139132.0086133713
2123,172006.00406356947
1867,162975.00234720123
137,254342.93249225945
515,239439.8890081821
933,106207.65280607127
2784,155083.66996915085
972,154797.50199860253
599,163738.52760064177
2614,132731.79812162247
2582,140625.08028295753
1409,156250.33230454248
175,102632.59748244798
352,240561.5088812433
976,108044.60254512665
2134,189065.2526288319
984,115697.0738020796
2396,344447.27245511947
1673,145473.81190900537
404,115019.04760823527
607,166180.9314911034
814,160703.09620341583
868,191656.82713308267
2271,208922.64074111072
1633,258103.04579025594
337,188269.2977796968
2765,179136.35319764598
1746,242820.0170117453
368,347085.50800470484
2806,203114.30335792244
1662,190213.7607479573
1234,201521.5139120748
1373,128078.14964094781
1672,110113.45673948631
1939,132393.57561871962
