id,saleprice
500,284229.21125197655
1408,147992.0254731077
331,89741.3100428248
170,130102.0600104793
2192,98817.50956216347
2571,281920.1996760855
2314,166533.09862711208
2647,90891.3430127291
422,385960.1336725374
2457,364258.0054247697
1838,200015.59480397037
2805,246619.68895267282
1645,162335.92430583978
1711,293685.38090848865
2825,245087.75209226183
322,327973.9412833393
2103,259744.1199313471
342,116582.49262328786
600,124311.09599315931
488,190375.173380796
1725,288512.99681785423
2246,253962.11221466545
2847,146817.01253295274
806,218994.41874868772
530,240417.33028625068
963,204165.0649457531
2678,96298.05146562097
171,95443.49267697608
2401,379039.90164856834
805,214158.1708480767
2259,211263.47645974404
1748,188479.53101106145
1361,129843.81925312919
1677,103784.07220490111
1406,138203.03588987433
2322,217063.11667434537
688,149619.85601892715
143,139715.57699064567
804,198667.53313902958
1214,162355.82728170956
2828,132726.7953656378
1999,178100.78304211036
2467,204685.50805281173
2665,159872.93594628104
1538,349929.91951930727
398,118808.00724251557
2822,133583.08138225644
2157,149550.2451654203
1856,235563.55509955852
1269,92588.72148065527
2570,112788.45496744607
2320,239052.52252067992
1517,125122.50637756984
2304,118562.01029357588
1312,97502.84695485754
2012,129921.95734090348
506,227616.80082198553
2865,208360.07839937691
2367,95391.9152149121
554,75337.16708338309
238,142608.38725361132
1954,120828.13248005841
2488,108481.73292239715
2291,73897.23590949575
1969,125529.82611554298
2725,157915.98263260766
1482,152936.66218497115
2763,199213.11913765938
503,258801.3231088836
1584,243817.5496840878
1531,145543.40430149093
2210,169078.00645654867
459,305694.49130224367
556,120999.93138157765
1347,134029.7265554854
1290,75636.26913646115
1388,92699.09358013021
1571,213794.68438003468
2754,212835.46906729095
765,137829.87304916643
2494,119483.89807190085
2870,229221.55155328487
7,244605.02929100668
1114,249878.94840699155
2418,267012.40518850175
291,131650.6585499344
18,342559.680596
39,329633.88444985903
1001,275317.78817818005
2442,227020.68552581844
616,129796.24676393555
2680,84412.7164199336
1414,124634.73020530966
289,151851.22221166815
40,256830.6875194314
860,126274.06936773061
409,122549.49096744353
673,158594.91365048257
2427,179952.27044373576
2036,191015.2696704514
2564,142073.89500802007
642,148641.47957766915
1008,187567.56194286572
1908,126626.35078500597
2519,191687.39369836822
1369,89795.39018586605
2855,159653.3431347738
712,96230.69617156651
1943,109256.91907214484
1958,125622.9762313099
107,163909.9072072822
2295,202171.17931492382
704,98343.58586828317
676,137001.77194017827
259,176812.15474660578
93,280282.2900199927
106,241961.5533197733
2315,179406.91569324248
1050,106586.18591287005
1095,211433.61000319186
2709,148749.21201328756
758,119790.91211314377
1496,159749.09793001937
2370,119201.15407557692
2458,261681.18833765265
2733,133639.2161089917
161,263904.2238614275
726,141145.02048648184
845,221708.9081677817
947,237703.52953600892
2232,107466.0898419065
2563,145555.71509619165
2299,127181.7761231356
211,93219.17340900462
605,169966.3340861679
1478,201064.77375112483
2247,257819.4765626953
2274,214690.452050407
2869,229884.44867828893
967,222181.47797069946
2656,121499.96512357857
667,221274.30200277842
1042,102519.42423727525
2023,151490.91036185488
2447,367499.8858040874
2055,131804.7051207857
2275,290979.8802697601
2204,173191.15975897983
1563,258826.9671104187
483,221981.0118946162
796,139102.2390732486
1526,160926.25483419155
2042,121557.14343309023
442,322961.7998653743
1693,309666.07961288193
1468,214665.3681707981
1430,214536.35813833328
2605,152563.24691748762
1529,199344.21497091648
335,127797.75763285317
1287,113841.1902055127
31,91488.85429630565
1785,291431.6651715343
82,157673.47418677434
2620,134662.23508230687
252,189425.11046661838
721,80133.61459662294
2165,190340.64922027182
2316,190982.12826517047
775,135940.73413167725
1558,99090.6782057123
17,189970.72468824877
1022,222821.1907623192
925,135175.49341436021
438,294840.37747870584
1270,140206.7458396231
1272,131885.22772777075
215,142026.74981973122
266,225872.0892995643
2402,288888.62540800544
1250,140029.15753951741
1984,102278.67857560408
1279,141300.96927983052
377,239287.49224264408
1252,121715.63718272495
2156,243745.043376946
499,304733.8325531908
1374,123307.66800735757
2898,254271.50502319302
401,110724.95777330507
2721,169719.70329408554
2078,257868.03834139096
2589,134169.8069263249
1946,259939.0432382087
1334,118638.26663718562
2781,228293.61041309102
431,356997.22050828463
576,193573.41257918882
1474,204590.9288348256
2254,139052.1601108059
2155,265051.73795141483
885,97899.04452330703
643,142194.36574545645
1944,128579.49628100716
480,202862.40186374224
2845,102930.82307321562
2387,313411.8246182959
2407,207792.17046022083
2527,165455.98442854424
2514,153557.07862744006
629,157298.3451498536
80,195502.2931939139
1876,136244.9008546609
1546,110738.70972476645
2518,204222.31054792897
2347,168662.77906374342
783,236841.14772943268
1322,43743.05195915072
194,100985.46397204083
1770,303560.8390666767
2143,142754.6519505358
1229,199632.55294431341
511,286078.44449706614
46,222010.3263108976
1348,159213.0011730826
2465,203103.7829556964
387,231116.93138474406
873,216020.75401461116
1918,115770.72397765331
2764,229479.12409545807
2184,120613.29783098385
934,150652.37193147003
1920,126087.66243832992
2631,136364.16474140622
1768,567838.0886564344
2040,111498.1314972528
1749,219412.24644911103
834,248406.13689708797
1457,235147.6026046814
79,106827.80547698666
2302,132299.62141926365
1817,151720.7683626872
2755,240485.0441532202
359,185584.74223322776
2059,111928.80950783455
2092,233336.28719466203
2516,234003.58585652773
150,105903.2933086546
1656,146754.9161761195
83,83797.71701875847
2411,190460.26990826486
795,79906.04263434028
2312,231466.83652589459
2917,117247.88323928362
1624,180021.2754359243
2215,283322.67421992746
1211,148856.27995858344
1485,164007.9837594879
1024,175163.60390309125
570,203353.06900125928
2874,136877.8507209921
700,157170.77980690164
2756,213765.26549125055
2022,169853.45381047289
583,220061.82737089178
2392,324861.505302244
2424,183221.55771550033
212,85585.04671432833
736,129465.47147041692
1610,174068.35998236132
890,127862.09344696079
467,185157.74764861015
578,239792.53709800355
1747,193145.51451219746
1149,151265.30443662894
2758,236878.13461946457
857,138843.98218314463
2219,270158.7903260061
733,89451.04740390621
2909,110087.93856250629
1798,285840.3071507927
235,119097.82797389835
2366,132537.24753239797
1027,127661.46735224276
1195,137398.7990080744
1303,63636.46116035913
148,170794.32484035817
608,152638.1415792654
2515,197047.69113489718
821,284470.8634466907
2500,262521.0719933924
745,95129.19015568274
741,122453.42752074274
1611,100956.6060051765
2532,132853.70946702396
1081,225084.11888952937
1692,412270.08330605854
2520,177422.6650879523
276,80075.13529804502
1992,132335.5696565235
663,78985.19339621394
418,118397.41276273967
1733,192781.4574944503
2359,140407.68244600287
253,188185.30198945204
1518,144888.2237582621
2035,142247.56709312258
2919,70609.55387474499
1540,247122.92062468146
2120,146521.81943280136
1674,188204.8462428202
256,168384.17083600393
2361,106734.18623743975
978,83187.86889970946
2280,153742.21938643962
2095,219922.6080328709
1709,329968.09698976454
2801,243611.4057716494
1246,131552.0042211701
2373,104331.20609603034
1055,280937.9667405587
2017,124343.71215624754
1099,260845.31488963944
1344,80158.91008762627
835,212111.0235209073
1117,219486.906074729
2043,105628.13004725202
2085,114230.5910915623
410,133278.0295295851
2650,110952.72065959944
2867,175157.3922121957
1668,111289.74669531714
1161,172661.11536575117
2122,179236.631330415
2539,160974.69693922866
1047,126849.6668738355
1445,132657.36275141363
541,130044.0718506978
569,229118.5700850633
1276,125168.30492096892
918,154877.11209377373
326,181430.5776977174
1936,133388.2553643588
895,91170.55764814661
257,149508.00484146754
1241,169441.90305353954
1545,113305.06060509663
1189,171784.73442486575
270,144785.0744180545
2066,192183.16378753187
693,103889.53610404725
1259,164738.72805719523
2916,157874.59676027088
2321,298497.4333715314
1977,92802.76513170359
1895,145373.26950780448
1240,160472.36628702073
85,153578.2486501811
1823,118725.35812120067
825,268355.49344059965
110,233692.7868479993
697,117460.23045472498
2297,124306.23849547403
1231,137109.7577539197
1355,129610.87031090708
968,317335.8591546892
584,219324.78844535718
1315,135431.88791511417
1606,155376.26899459853
206,107679.18927345972
1685,328135.9477435764
2016,121667.78736364825
869,203871.6960722321
2135,123358.038040978
2346,185236.67216339303
2430,225185.7502997475
2198,101147.60300181183
2652,122790.41469893818
27,121238.08100295562
241,170860.2333997769
906,121577.32964772158
1506,124219.70571063334
2098,362798.1977050894
1435,216976.8588877908
2213,127781.57425467779
1274,132366.64526395136
743,47955.077015109186
1737,198665.6223700107
2797,267730.0442510502
2185,48657.06931290327
58,164200.06553739373
830,207563.158067444
808,105372.2711134702
680,146768.51448297262
1153,108497.90866882197
1291,128920.5562776498
1818,141378.25123992763
2161,183073.9590279529
1883,121916.11139160626
350,357710.32059183967
2473,138181.52811822484
295,168596.93269859807
293,186283.73024578558
859,137927.7336140586
288,66436.24720660251
1578,158875.99604528246
102,172939.1236479349
2831,149656.2366421115
1030,163895.70129686326
2551,142894.99102199095
1286,150118.22510636007
958,308950.774480783
776,133370.27362957865
72,232884.77808362397
2263,262511.0187120489
1866,157189.16580314114
2876,72471.95407153707
2146,249190.89296164017
103,176218.25428092192
1500,129260.01092366182
492,179853.0913997101
167,138361.1526865473
2597,124138.19500125165
2685,108695.00721623022
1035,158070.97544040182
1220,68991.06800181413
2602,154764.12009851477
2159,206009.99348024087
695,130197.53134807496
1109,255737.2662867214
640,186234.70924674944
1652,164146.24914777072
2090,176868.3825309239
1188,177599.9061462829
2345,230537.3850168467
1059,392321.47769818146
2751,230865.34750781383
128,202411.72693277075
1523,177128.4391827267
2925,155079.85567626613
2145,289485.6467698124
1121,215678.4648686434
566,302701.7394301845
565,237649.34185411717
1331,132979.56323307008
2928,120894.41352213905
156,136857.96812904777
797,131080.80035906078
327,79264.42774503176
2859,143633.42751314072
1453,120675.44034391321
1762,353788.01308339473
1868,190316.12725441463
1760,178792.83991111993
1113,255207.3388531815
1812,183078.67057021245
117,152128.40674957473
1142,207076.50131122614
2342,365268.00209370814
927,174706.22847938238
2478,186628.41727936707
655,94018.92843193794
2064,136077.2663020306
369,276851.3820174985
2239,112048.18047460436
2732,213861.01169976598
1653,164763.06659101957
959,217352.26463926755
2395,342743.4686199891
1412,100701.93824265669
271,246995.94751161363
1484,154243.4685446821
1497,160020.4342474555
552,144515.4223459165
2,122898.19672718321
1855,312099.73083317274
4,270323.8254930264
2292,164630.6614481951
134,141921.6911221244
646,106745.6322167405
42,289584.5045270934
532,224962.62400367428
713,94458.31694388021
2561,128923.63796652382
2360,138887.5614437849
1333,117538.1807500256
1407,194905.22971875936
2892,296505.4337702861
574,210418.02989829463
1227,176034.9485711569
2591,211137.23901363096
1476,208587.95394027702
1125,254544.19825075206
1446,144781.34620810352
408,110797.42659220181
1101,296411.68436877703
2251,201672.80459246426
373,173793.753952282
2554,135363.70185078203
2382,285301.42830191524
1985,84981.74652769978
519,224553.0523158595
1093,199865.2065682218
864,242829.5457162807
2889,134378.01524422967
2308,196886.63365025178
986,152763.58426700995
1302,145861.1263157932
585,152086.40909466747
2708,139173.40395110872
147,121420.65843170082
1441,219285.81711501704
383,192524.00783820497
285,147903.36016893358
181,104053.394215343
358,182341.24553675437
780,184254.11044518487
258,185220.676334978
1865,214770.26652968396
692,117934.6036991766
2902,324014.5047121481
508,272553.8597142885
2638,139949.2971853714
36,133370.9827306429
611,171149.3264389385
2281,143552.7108578088
1678,120972.94608771315
1696,430280.2355433054
1557,85145.47711843377
2180,158632.68284281797
1726,223964.28175819383
951,150782.5326437747
267,230379.97253196815
2706,131959.54503601222
2221,229170.10735089716
1357,149570.9137305884
2901,301830.24465482216
347,168533.52609400943
2164,200516.64371345757
1586,312264.45533299557
360,169632.4095703343
1769,249212.90498879
2617,156662.11183070685
1879,135196.33976908238
991,227588.73778393836
1535,119537.89909983816
1191,146041.48912041596
1579,218710.59516594885
1882,138845.51903354703
1510,132086.72943028036
2196,170579.18888681478
1845,170228.1821233748
2336,373101.2078579437
942,92412.0736368383
861,135742.2422327985
2555,123329.34308692242
1392,157048.9965125897
2099,263920.7418070517
1543,112148.41014344557
948,263092.28095016046
1239,167941.76416952093
22,193006.61924527446
2796,244649.55452013144
2747,169877.68434024605
92,289280.7602798769
210,182526.62349291038
1858,201162.76063562723
2228,157029.5768529279
447,232846.55912310883
827,238152.0240024852
1649,206517.946696529
682,135291.76322406885
2698,98389.00468762082
494,164966.73379748018
214,90167.18775900753
2441,240568.57420968515
2679,101460.75234316639
1336,102911.20946611137
465,190432.15427149268
1524,154584.497595128
2543,119023.67794426208
631,137816.71121502246
2452,323096.88360775454
228,153804.11294087183
126,144759.01870471187
1092,222037.74554226102
1122,214481.9760151505
932,216126.78637477668
1980,76690.65733968126
2171,118151.06999453192
551,149568.70589449012
2768,188225.98732136874
2056,106101.77935873045
1159,357262.0603244636
2645,119111.97261453158
1174,169509.59240813574
2266,208506.74743861717
2462,373213.15724808304
1219,144201.83961442704
2922,176268.14012962274
118,139957.4968351993
474,171713.2061279964
2576,137822.95833396746
872,269600.1681547705
1077,220524.17304557044
1536,154912.960702903
1150,132107.06494909426
2341,327753.9607993361
1931,151736.9965283831
2785,137753.8925272141
2538,124159.95824243322
597,197711.8567844365
464,176325.002209826
233,248993.68115313107
2169,139700.87605951654
2123,172084.0821946355
1867,163077.1366638515
137,250790.60875817953
515,236829.31834546092
933,107401.56424532106
2784,157223.18675255944
972,155790.93874359093
599,164853.92322009814
2614,132310.14472284482
2582,141336.5830403834
1409,158332.59108084918
175,105425.5645157936
352,238099.46877672215
976,109579.27167205761
2134,190259.8126806072
984,114215.01532777092
2396,341953.86571475654
1673,146479.11122581834
404,115144.18714761057
607,167458.33447180333
814,161985.13100722583
868,191870.79130540663
2271,210548.0976121722
1633,256237.12826136424
337,189045.63769934364
2765,178523.22882123428
1746,243148.62086008646
368,343777.27187929046
2806,203673.40667054287
1662,189195.09756685112
1234,202637.77272074932
1373,128409.63243030934
1672,111074.40900963801
1939,133185.38090529802
